FACT_DATE,COLLATERAL_TYPE,SECURITY_TYPE,MARKET_VALUE_EUR,COLLATERAL_VALUE_EUR
26/10/2020,B,STATE AGENCIES,1733660957,1618507633
26/10/2020,B,STATE/MUNICIPAL BONDS,2956408334,2797810957
26/10/2020,B,null,1127849150,1096706231
26/10/2020,C,null,26894016314,26811068751
26/10/2020,S,STOCKS,338098992,250200333
27/10/2020,B,BANK BONDS,9706735090,8507477260
27/10/2020,B,CORPORATE BONDS,1800202933,1569612810
27/10/2020,B,SOVEREIGN GOVERNMENT BONDS,29602115630,26205536980
27/10/2020,B,STATE AGENCIES,1804233524,1684073628
27/10/2020,B,STATE/MUNICIPAL BONDS,2878307672,2728312498
27/10/2020,B,null,1144031666,1112854589
27/10/2020,C,null,27394239072,27309681757
27/10/2020,S,STOCKS,392457475,289582872
28/10/2020,B,BANK BONDS,9709502456,8532294859
28/10/2020,B,CORPORATE BONDS,1816262432,1583256789
28/10/2020,B,SOVEREIGN GOVERNMENT BONDS,29850636721,26426245131
28/10/2020,B,STATE AGENCIES,1940884143,1811927383
28/10/2020,B,STATE/MUNICIPAL BONDS,2933466893,2779386555
28/10/2020,B,null,1117905431,1087000319
28/10/2020,C,null,28848974138,28761031462
28/10/2020,S,STOCKS,396581597,292810513
29/10/2020,B,BANK BONDS,9895726050,8704327175
29/10/2020,B,CORPORATE BONDS,1808083912,1576603311
29/10/2020,B,SOVEREIGN GOVERNMENT BONDS,30899997644,27234609127
29/10/2020,B,STATE AGENCIES,2081363811,1944333468
29/10/2020,B,STATE/MUNICIPAL BONDS,3089140683,2929326452
29/10/2020,B,null,1039784131,1008175196
29/10/2020,C,null,28764539212,28681892515
29/10/2020,S,STOCKS,413898167,305837283
30/10/2020,B,BANK BONDS,9719865065,8539595593
30/10/2020,B,CORPORATE BONDS,1842203347,1605621855
30/10/2020,B,SOVEREIGN GOVERNMENT BONDS,29996378560,26462897305
30/10/2020,B,STATE AGENCIES,2059264122,1925355079
30/10/2020,B,STATE/MUNICIPAL BONDS,3154219736,2993065727
30/10/2020,B,null,1204146679,1168947561
30/10/2020,C,null,28183391040,28103576508
30/10/2020,S,STOCKS,435808073,323005537
02/11/2020,B,BANK BONDS,9747664254,8561306461
02/11/2020,B,CORPORATE BONDS,1865369262,1628070314
02/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29625730136,26094874942
02/11/2020,B,STATE AGENCIES,1901418512,1778600707
02/11/2020,B,STATE/MUNICIPAL BONDS,3333738407,3162986504
02/11/2020,B,null,1419147435,1385682410
02/11/2020,C,null,28386752344,28307203681
02/11/2020,S,STOCKS,446592456,331070198
03/11/2020,B,BANK BONDS,9622646450,8443885455
03/11/2020,B,CORPORATE BONDS,1824737606,1591870718
03/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29329330867,26056312337
03/11/2020,B,STATE AGENCIES,1733592139,1623483965
03/11/2020,B,STATE/MUNICIPAL BONDS,3336427701,3163837420
03/11/2020,B,null,1392204325,1361988794
03/11/2020,C,null,27977962166,27893220528
03/11/2020,S,STOCKS,456097096,338214699
04/11/2020,B,BANK BONDS,9734504544,8575333397
04/11/2020,B,CORPORATE BONDS,1815030794,1584772672
04/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29174134097,25924801551
04/11/2020,B,STATE AGENCIES,1723427047,1613749311
04/11/2020,B,STATE/MUNICIPAL BONDS,3366528751,3192033213
04/11/2020,B,null,1500807101,1462889253
04/11/2020,C,null,28249587732,28146060963
04/11/2020,S,STOCKS,478295288,354744823
05/11/2020,B,BANK BONDS,9466067504,8350091775
05/11/2020,B,CORPORATE BONDS,1824071331,1590373632
05/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29284008390,25984031248
05/11/2020,B,STATE AGENCIES,1796812503,1682295003
05/11/2020,B,STATE/MUNICIPAL BONDS,3341047615,3172654852
05/11/2020,B,null,1578538536,1540043911
05/11/2020,C,null,28044441051,27950201068
05/11/2020,S,STOCKS,559101946,410541898
06/11/2020,B,BANK BONDS,9484615917,8366622701
06/11/2020,B,CORPORATE BONDS,1832118285,1595960534
06/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29376060200,26076378921
06/11/2020,B,STATE AGENCIES,1828042782,1711532819
06/11/2020,B,STATE/MUNICIPAL BONDS,3393383272,3223223596
06/11/2020,B,null,1557393190,1519316625
06/11/2020,C,null,27940098392,27845582522
06/11/2020,S,STOCKS,560013214,411208433
09/11/2020,B,BANK BONDS,9468443381,8342605391
09/11/2020,B,CORPORATE BONDS,1857024457,1615835472
09/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28834057188,25618981357
09/11/2020,B,STATE AGENCIES,1858710137,1738400422
09/11/2020,B,STATE/MUNICIPAL BONDS,3381030184,3210431420
09/11/2020,B,null,1582156748,1544793620
09/11/2020,C,null,32992927077,32855841632
09/11/2020,S,STOCKS,566612928,415474096
10/11/2020,B,BANK BONDS,9498812097,8369980546
10/11/2020,B,CORPORATE BONDS,1903675670,1658292540
10/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28139874297,24997649504
10/11/2020,B,STATE AGENCIES,1820478829,1704943639
10/11/2020,B,STATE/MUNICIPAL BONDS,3402790403,3232624849
10/11/2020,B,null,1073057482,1041356588
10/11/2020,C,null,31621863351,31515747083
10/11/2020,S,STOCKS,595789583,438091054
11/11/2020,B,BANK BONDS,9493057873,8366106095
11/11/2020,B,CORPORATE BONDS,1882271545,1640631848
11/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28305611006,25162465979
11/11/2020,B,STATE AGENCIES,1817780400,1701211004
11/11/2020,B,STATE/MUNICIPAL BONDS,3376741978,3202502588
11/11/2020,B,null,1140367035,1104067406
11/11/2020,C,null,31706851315,31606547371
11/11/2020,S,STOCKS,638719208,467955881
12/11/2020,B,BANK BONDS,9641169862,8502383620
12/11/2020,B,CORPORATE BONDS,1905638922,1661457326
12/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28177297648,24975532842
12/11/2020,B,STATE AGENCIES,1880861092,1758914625
12/11/2020,B,STATE/MUNICIPAL BONDS,3579640926,3392302251
12/11/2020,B,null,1151515161,1115982697
12/11/2020,C,null,31167140057,31082282624
12/11/2020,S,STOCKS,683166879,501716687
13/11/2020,B,BANK BONDS,9645362616,8519121812
13/11/2020,B,CORPORATE BONDS,1877512901,1639646968
13/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28519526693,25313645873
13/11/2020,B,STATE AGENCIES,1938061462,1811273211
13/11/2020,B,STATE/MUNICIPAL BONDS,3582175916,3395964790
13/11/2020,B,null,1083957561,1053539946
13/11/2020,C,null,30326120891,30246278378
13/11/2020,S,STOCKS,733580732,537534898
16/11/2020,B,BANK BONDS,9596292333,8476066871
16/11/2020,B,CORPORATE BONDS,1872336003,1635773702
16/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28590809989,25322225084
16/11/2020,B,STATE AGENCIES,1897399603,1773993413
16/11/2020,B,STATE/MUNICIPAL BONDS,3472672925,3293235063
16/11/2020,B,null,1084006916,1053371432
16/11/2020,C,null,30556411936,30475079068
16/11/2020,S,STOCKS,779470597,572310722
17/11/2020,B,BANK BONDS,9740270636,8605136667
17/11/2020,B,CORPORATE BONDS,1872599671,1630131956
17/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28794242743,25519650375
17/11/2020,B,STATE AGENCIES,1815807003,1699556821
17/11/2020,B,STATE/MUNICIPAL BONDS,3444338085,3265204468
17/11/2020,B,null,1049303093,1018439973
17/11/2020,C,null,30543831436,30451206430
17/11/2020,S,STOCKS,848632246,624610506
18/11/2020,B,BANK BONDS,9634432820,8501476335
18/11/2020,B,CORPORATE BONDS,1826088902,1588368149
18/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28815719238,25574936387
18/11/2020,B,STATE AGENCIES,1793400470,1676843594
18/11/2020,B,STATE/MUNICIPAL BONDS,3418247734,3240536822
18/11/2020,B,null,1082325924,1057675263
18/11/2020,C,null,29833096695,29747513167
18/11/2020,S,STOCKS,836318122,616567942
19/11/2020,B,BANK BONDS,9736519978,8606530085
19/11/2020,B,CORPORATE BONDS,1809274179,1574311466
19/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29168031249,25863233414
19/11/2020,B,STATE AGENCIES,1900194164,1778668822
19/11/2020,B,STATE/MUNICIPAL BONDS,3369571754,3196886243
19/11/2020,B,null,1085609214,1059616080
19/11/2020,C,null,30375041472,30286739344
19/11/2020,S,STOCKS,845316321,624490514
20/11/2020,B,BANK BONDS,9640522198,8519383627
20/11/2020,B,CORPORATE BONDS,1868432731,1628340721
20/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29552168785,26215191488
20/11/2020,B,STATE AGENCIES,1868916906,1755478221
20/11/2020,B,STATE/MUNICIPAL BONDS,3295404159,3127634126
20/11/2020,B,null,1160889283,1135486533
20/11/2020,C,null,30761188840,30679026828
20/11/2020,S,STOCKS,1004484060,740609220
23/11/2020,B,BANK BONDS,9775909265,8639239610
23/11/2020,B,CORPORATE BONDS,1853000255,1614813241
23/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29374401717,26062553743
23/11/2020,B,STATE AGENCIES,1857726227,1739066937
23/11/2020,B,STATE/MUNICIPAL BONDS,3206423429,3044472432
23/11/2020,B,null,1228560746,1203472467
23/11/2020,C,null,30805387845,30718580001
23/11/2020,S,STOCKS,1105475941,817509552
24/11/2020,B,BANK BONDS,9608841502,8478520887
24/11/2020,B,CORPORATE BONDS,1810211020,1578665678
24/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29563792907,26248703299
24/11/2020,B,STATE AGENCIES,1785026641,1671681379
24/11/2020,B,STATE/MUNICIPAL BONDS,2966106483,2798800660
24/11/2020,B,null,1256118597,1230902908
24/11/2020,C,null,31267554222,31172912421
24/11/2020,S,STOCKS,1025215869,755216003
25/11/2020,B,BANK BONDS,9840739663,8708850956
25/11/2020,B,CORPORATE BONDS,1840202525,1603119553
25/11/2020,B,SOVEREIGN GOVERNMENT BONDS,29509500192,26210494311
25/11/2020,B,STATE AGENCIES,1836721275,1719126614
25/11/2020,B,STATE/MUNICIPAL BONDS,3399193332,3224925822
25/11/2020,B,null,1148578628,1124405698
25/11/2020,C,null,30737537530,30650326493
25/11/2020,S,STOCKS,1058870434,783976350
26/11/2020,B,BANK BONDS,9767739964,8639035378
26/11/2020,B,CORPORATE BONDS,1885978786,1642749906
26/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28697843896,25529570667
26/11/2020,B,STATE AGENCIES,1872096308,1753800734
26/11/2020,B,STATE/MUNICIPAL BONDS,3378607203,3205343175
26/11/2020,B,null,1263695517,1237357096
26/11/2020,C,null,30548311678,30458089359
26/11/2020,S,STOCKS,1061240003,788443953
27/11/2020,B,BANK BONDS,9600954231,8481397869
27/11/2020,B,CORPORATE BONDS,1789706024,1555829377
27/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28734606906,25600342738
27/11/2020,B,STATE AGENCIES,2015160944,1889441698
27/11/2020,B,STATE/MUNICIPAL BONDS,3487329008,3296173552
27/11/2020,B,null,1085251890,1059751304
27/11/2020,C,null,30466698096,30360207402
27/11/2020,S,STOCKS,1034408121,760329253
30/11/2020,B,BANK BONDS,9379757392,8272469190
30/11/2020,B,CORPORATE BONDS,1811572669,1578235631
30/11/2020,B,SOVEREIGN GOVERNMENT BONDS,28290904371,25258785431
30/11/2020,B,STATE AGENCIES,1849561649,1729909383
30/11/2020,B,STATE/MUNICIPAL BONDS,3432367520,3197225342
30/11/2020,B,null,1078993910,1054148026
30/11/2020,C,null,30690652928,30570946906
30/11/2020,S,STOCKS,1045653492,767264938
01/12/2020,B,BANK BONDS,9225808239,8130284893
01/12/2020,B,CORPORATE BONDS,1814320910,1579105488
01/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28865782473,25745125054
01/12/2020,B,STATE AGENCIES,1829048414,1710128142
01/12/2020,B,STATE/MUNICIPAL BONDS,3189699238,3013527266
01/12/2020,B,null,1104025820,1078989295
01/12/2020,C,null,30372369822,30249796695
01/12/2020,S,STOCKS,1033981939,759185376
02/12/2020,B,BANK BONDS,9380804714,8260710212
02/12/2020,B,CORPORATE BONDS,1800467908,1569740208
02/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28709367840,25627412143
02/12/2020,B,STATE AGENCIES,1752940780,1638858172
02/12/2020,B,STATE/MUNICIPAL BONDS,3116052199,2943954717
02/12/2020,B,null,1183317478,1156667517
02/12/2020,C,null,29887490834,29775475086
02/12/2020,S,STOCKS,1033406671,760416957
03/12/2020,B,BANK BONDS,9314003642,8212862974
03/12/2020,B,CORPORATE BONDS,1706142222,1489697046
03/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28788185772,25668193258
03/12/2020,B,STATE AGENCIES,1665375785,1553709618
03/12/2020,B,STATE/MUNICIPAL BONDS,3105244836,2934298262
03/12/2020,B,null,1183904112,1157420744
03/12/2020,C,null,29333621333,29217160364
03/12/2020,S,STOCKS,1022292768,753568154
04/12/2020,B,BANK BONDS,9264349157,8163907793
04/12/2020,B,CORPORATE BONDS,1674717834,1463139878
04/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28774098672,25662110348
04/12/2020,B,STATE AGENCIES,1730797478,1616771156
04/12/2020,B,STATE/MUNICIPAL BONDS,3029621171,2860930035
04/12/2020,B,null,1194426231,1167014262
04/12/2020,C,null,29652582519,29537174621
04/12/2020,S,STOCKS,1031769257,760390296
07/12/2020,B,BANK BONDS,9244333359,8129201478
07/12/2020,B,CORPORATE BONDS,1642051672,1433849430
07/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28374013014,25254457156
07/12/2020,B,STATE AGENCIES,1779995185,1661685331
07/12/2020,B,STATE/MUNICIPAL BONDS,3071957436,2905333890
07/12/2020,B,null,1214993404,1187536729
07/12/2020,C,null,30089822224,29969103514
07/12/2020,S,STOCKS,1057114743,781391512
08/12/2020,B,BANK BONDS,9212616456,8122156593
08/12/2020,B,CORPORATE BONDS,1640495984,1433662763
08/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28408263933,25324482619
08/12/2020,B,STATE AGENCIES,1719266486,1607726691
08/12/2020,B,STATE/MUNICIPAL BONDS,3103639410,2935928821
08/12/2020,B,null,916233187,890740139
08/12/2020,C,null,29649906260,29543303757
08/12/2020,S,STOCKS,1044123776,772976826
09/12/2020,B,BANK BONDS,9314640383,8213152545
09/12/2020,B,CORPORATE BONDS,1651352530,1442314614
09/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28845618635,25678589963
09/12/2020,B,STATE AGENCIES,1542103287,1440535421
09/12/2020,B,STATE/MUNICIPAL BONDS,3033974494,2869971438
09/12/2020,B,null,947150846,921353605
09/12/2020,C,null,30211018970,30102454882
09/12/2020,S,STOCKS,1062456873,788228766
10/12/2020,B,BANK BONDS,9257425262,8155255732
10/12/2020,B,CORPORATE BONDS,1604341603,1400936438
10/12/2020,B,SOVEREIGN GOVERNMENT BONDS,29060991188,25896334841
10/12/2020,B,STATE AGENCIES,1583053550,1479235987
10/12/2020,B,STATE/MUNICIPAL BONDS,3055097720,2890187510
10/12/2020,B,null,917786666,892718956
10/12/2020,C,null,29911654005,29811882876
10/12/2020,S,STOCKS,1080127418,801990842
11/12/2020,B,BANK BONDS,9246331234,8153583836
11/12/2020,B,CORPORATE BONDS,1429378658,1249632793
11/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28531313279,25403933843
11/12/2020,B,STATE AGENCIES,1664554639,1556799201
11/12/2020,B,STATE/MUNICIPAL BONDS,3058492537,2896068188
11/12/2020,B,null,992960812,967312142
11/12/2020,C,null,29929350766,29827056981
11/12/2020,S,STOCKS,1174744856,839695714
14/12/2020,B,BANK BONDS,9321737212,8221241037
14/12/2020,B,CORPORATE BONDS,1452992621,1273466063
14/12/2020,B,SOVEREIGN GOVERNMENT BONDS,28403230412,25368073681
14/12/2020,B,STATE AGENCIES,1648940735,1543064778
14/12/2020,B,STATE/MUNICIPAL BONDS,3091584455,2927926525
14/12/2020,B,null,962991677,934507925
14/12/2020,C,null,29108735828,29008934977
14/12/2020,S,STOCKS,1163072591,833100825
15/12/2020,B,BANK BONDS,9402796453,8298737215
15/12/2020,B,CORPORATE BONDS,1456005691,1276818853
15/12/2020,B,SOVEREIGN GOVERNMENT BONDS,27981257833,24963970381
15/12/2020,B,STATE AGENCIES,1569195225,1467660932
15/12/2020,B,STATE/MUNICIPAL BONDS,3100381575,2936358835
15/12/2020,B,null,994412728,965754205
15/12/2020,C,null,29876328702,29765702958
15/12/2020,S,STOCKS,970756958,690805184
16/12/2020,B,BANK BONDS,9355843612,8275555606
16/12/2020,B,CORPORATE BONDS,1468966901,1280170205
16/12/2020,B,SOVEREIGN GOVERNMENT BONDS,27878575132,24970450456
16/12/2020,B,STATE AGENCIES,1677077696,1577776230
16/12/2020,B,STATE/MUNICIPAL BONDS,3280260481,3106638113
16/12/2020,B,null,1033098512,1002904527
16/12/2020,C,null,31335928258,31235807641
16/12/2020,S,STOCKS,937289623,672778252
17/12/2020,B,BANK BONDS,9165067286,8083260289
17/12/2020,B,CORPORATE BONDS,1475727248,1286276744
17/12/2020,B,SOVEREIGN GOVERNMENT BONDS,27628147405,24735503748
17/12/2020,B,STATE AGENCIES,1746659746,1636565856
17/12/2020,B,STATE/MUNICIPAL BONDS,3265953290,3090703289
17/12/2020,B,null,1144849460,1115825077
17/12/2020,C,null,30941875884,30832929505
17/12/2020,S,STOCKS,1081296248,772226234
18/12/2020,B,BANK BONDS,9178118790,8094703424
18/12/2020,B,CORPORATE BONDS,1487395783,1298103817
18/12/2020,B,SOVEREIGN GOVERNMENT BONDS,27474392562,24618700058
18/12/2020,B,STATE AGENCIES,1804887903,1689752547
18/12/2020,B,STATE/MUNICIPAL BONDS,3285700102,3110518336
18/12/2020,B,null,1167353242,1140221872
18/12/2020,C,null,31049955473,30945718444
18/12/2020,S,STOCKS,1082972426,775724097
21/12/2020,B,BANK BONDS,9388346140,8075603953
21/12/2020,B,CORPORATE BONDS,1524164079,1296941957
21/12/2020,B,SOVEREIGN GOVERNMENT BONDS,27541154557,23925158599
21/12/2020,B,STATE AGENCIES,1962428605,1807482704
21/12/2020,B,STATE/MUNICIPAL BONDS,3425408308,3214933520
21/12/2020,B,null,1728727160,1697372903
21/12/2020,C,null,32620363904,32501311042
21/12/2020,S,STOCKS,926360529,668822708
22/12/2020,B,BANK BONDS,9130208023,8032595793
22/12/2020,B,CORPORATE BONDS,1565357493,1362983727
22/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26796239952,23990372833
22/12/2020,B,STATE AGENCIES,1921246234,1797408480
22/12/2020,B,STATE/MUNICIPAL BONDS,3456366524,3277367701
22/12/2020,B,null,1638864675,1607518597
22/12/2020,C,null,31622834831,31510004343
22/12/2020,S,STOCKS,653897811,480122438
23/12/2020,B,BANK BONDS,8940351647,7879885552
23/12/2020,B,CORPORATE BONDS,1524580973,1328998034
23/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26036042772,23299795440
23/12/2020,B,STATE AGENCIES,1982621958,1857859432
23/12/2020,B,STATE/MUNICIPAL BONDS,3789116242,3596529198
23/12/2020,B,null,1380242584,1347773013
23/12/2020,C,null,30189656623,30072683687
23/12/2020,S,STOCKS,736061312,537202458
24/12/2020,B,BANK BONDS,8934143944,7875431189
24/12/2020,B,CORPORATE BONDS,1523779964,1328176730
24/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26387016225,23532209788
24/12/2020,B,STATE AGENCIES,1971733275,1847864858
24/12/2020,B,STATE/MUNICIPAL BONDS,3790860202,3599991404
24/12/2020,B,null,1351757601,1320904400
24/12/2020,C,null,28938525106,28855410823
24/12/2020,S,STOCKS,514308951,376303419
28/12/2020,B,BANK BONDS,8618081258,7582374219
28/12/2020,B,CORPORATE BONDS,1555892817,1356628740
28/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26955294599,24042702689
28/12/2020,B,STATE AGENCIES,1732193089,1624262759
28/12/2020,B,STATE/MUNICIPAL BONDS,3309906152,3139515665
28/12/2020,B,null,1428836049,1397163299
28/12/2020,C,null,27936404138,27849006028
28/12/2020,S,STOCKS,522287070,383599787
29/12/2020,B,BANK BONDS,8753900711,7731924299
29/12/2020,B,CORPORATE BONDS,1548082508,1349560724
29/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26406347562,23547119069
29/12/2020,B,STATE AGENCIES,1703679734,1595994975
29/12/2020,B,STATE/MUNICIPAL BONDS,3212008412,3044767425
29/12/2020,B,null,1423571884,1390206161
29/12/2020,C,null,28144454329,28051238119
29/12/2020,S,STOCKS,512578054,377825843
30/12/2020,B,BANK BONDS,8803281750,7781612523
30/12/2020,B,CORPORATE BONDS,1556622950,1359155589
30/12/2020,B,SOVEREIGN GOVERNMENT BONDS,26211385293,23399780404
30/12/2020,B,STATE AGENCIES,1850103283,1732735494
30/12/2020,B,STATE/MUNICIPAL BONDS,3494038374,3336300426
30/12/2020,B,null,1464562467,1432251668
30/12/2020,C,null,28317548544,28202650841
30/12/2020,S,STOCKS,486992576,365618498
31/12/2020,B,BANK BONDS,8800025613,7706060965
31/12/2020,B,CORPORATE BONDS,1601759572,1397748207
31/12/2020,B,SOVEREIGN GOVERNMENT BONDS,25953989261,23184835180
31/12/2020,B,STATE AGENCIES,1808704561,1693168233
31/12/2020,B,STATE/MUNICIPAL BONDS,4017563129,3859560383
31/12/2020,B,null,744523268,738783474
31/12/2020,C,null,27710346478,27598491522
31/12/2020,S,STOCKS,557547143,419239071
04/01/2021,B,BANK BONDS,8843822852,7801167075
04/01/2021,B,CORPORATE BONDS,1671941062,1451005724
04/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26229589381,23407277359
04/01/2021,B,STATE AGENCIES,1641376178,1533620750
04/01/2021,B,STATE/MUNICIPAL BONDS,3245686684,3072301323
04/01/2021,B,null,1612614691,1551607458
04/01/2021,C,null,27513908160,27398756668
04/01/2021,S,STOCKS,667977166,499725805
05/01/2021,B,BANK BONDS,8893855503,7858724465
05/01/2021,B,CORPORATE BONDS,1605801000,1403417576
05/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26674343563,23803772896
05/01/2021,B,STATE AGENCIES,1626071923,1519723696
05/01/2021,B,STATE/MUNICIPAL BONDS,3177601973,3009882097
05/01/2021,B,null,1626906739,1589502474
05/01/2021,C,null,27439614121,27333486223
05/01/2021,S,STOCKS,645310133,481345667
06/01/2021,B,BANK BONDS,8978991549,7555252305
06/01/2021,B,CORPORATE BONDS,1592326556,1388266445
06/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26799504404,23844889425
06/01/2021,B,STATE AGENCIES,1503723700,1404544179
06/01/2021,B,STATE/MUNICIPAL BONDS,3160285270,3012241967
06/01/2021,B,null,1571597981,1538960904
06/01/2021,C,null,29087959201,28947565135
06/01/2021,S,STOCKS,741527138,545729843
07/01/2021,B,BANK BONDS,8579646693,7620672205
07/01/2021,B,CORPORATE BONDS,1580199862,1382009414
07/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27621998010,24570407059
07/01/2021,B,STATE AGENCIES,1582101706,1483450151
07/01/2021,B,STATE/MUNICIPAL BONDS,3265569593,3105611168
07/01/2021,B,null,1682309295,1636160777
07/01/2021,C,null,27272108360,27168978664
07/01/2021,S,STOCKS,715843958,527906290
08/01/2021,B,BANK BONDS,8723818691,7774566718
08/01/2021,B,CORPORATE BONDS,1559438491,1363835288
08/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26562599660,23653533753
08/01/2021,B,STATE AGENCIES,1669805902,1545484761
08/01/2021,B,STATE/MUNICIPAL BONDS,3173365665,3017805449
08/01/2021,B,null,2105976319,2058812352
08/01/2021,C,null,27471831378,27369413217
08/01/2021,S,STOCKS,708428576,523053914
11/01/2021,B,BANK BONDS,8734435077,7777852637
11/01/2021,B,CORPORATE BONDS,1582594814,1375376661
11/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26941477869,24055230251
11/01/2021,B,STATE AGENCIES,1521668858,1405340495
11/01/2021,B,STATE/MUNICIPAL BONDS,3247842422,3090519130
11/01/2021,B,null,2073856857,2031470441
11/01/2021,C,null,27631938942,27525234839
11/01/2021,S,STOCKS,734566178,543693227
12/01/2021,B,BANK BONDS,8715329800,7758582693
12/01/2021,B,CORPORATE BONDS,1455752568,1270218426
12/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27025308351,24160878057
12/01/2021,B,STATE AGENCIES,1470228269,1358932848
12/01/2021,B,STATE/MUNICIPAL BONDS,3161533356,3047185017
12/01/2021,B,null,2169900666,2111784256
12/01/2021,C,null,27276246327,27166932355
12/01/2021,S,STOCKS,758523000,562489707
13/01/2021,B,BANK BONDS,8694079064,7740894780
13/01/2021,B,CORPORATE BONDS,1505783185,1304296093
13/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26806440081,23927918162
13/01/2021,B,STATE AGENCIES,1558307153,1439377510
13/01/2021,B,STATE/MUNICIPAL BONDS,3129996867,2984551734
13/01/2021,B,null,2419678419,2350296294
13/01/2021,C,null,27260670793,27150485647
13/01/2021,S,STOCKS,799841894,593822225
14/01/2021,B,BANK BONDS,8701324852,7742630183
14/01/2021,B,CORPORATE BONDS,1538963091,1332082356
14/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26907165882,24038029319
14/01/2021,B,STATE AGENCIES,1582983801,1463210289
14/01/2021,B,STATE/MUNICIPAL BONDS,3123382218,2978435781
14/01/2021,B,null,2407497426,2337479829
14/01/2021,C,null,27537408777,27431661626
14/01/2021,S,STOCKS,779643931,577704023
15/01/2021,B,BANK BONDS,8780062836,7807052780
15/01/2021,B,CORPORATE BONDS,1557852869,1349934214
15/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26494946509,23707201339
15/01/2021,B,STATE AGENCIES,1674802141,1550099533
15/01/2021,B,STATE/MUNICIPAL BONDS,3256119429,3100476618
15/01/2021,B,null,2446188420,2374616909
15/01/2021,C,null,27475358815,27368293465
15/01/2021,S,STOCKS,750251229,555547228
18/01/2021,B,BANK BONDS,8784214954,7810406432
18/01/2021,B,CORPORATE BONDS,1537289009,1332356669
18/01/2021,B,SOVEREIGN GOVERNMENT BONDS,26298792643,23526726647
18/01/2021,B,STATE AGENCIES,1688906680,1573361671
18/01/2021,B,STATE/MUNICIPAL BONDS,2947790430,2806164584
18/01/2021,B,null,2493376857,2419520272
18/01/2021,C,null,27095255363,26987796007
18/01/2021,S,STOCKS,756894278,560519434
19/01/2021,B,BANK BONDS,8761720198,7931772423
19/01/2021,B,CORPORATE BONDS,1516319916,1354730825
19/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27237087183,24438000147
19/01/2021,B,STATE AGENCIES,1580578301,1471690946
19/01/2021,B,STATE/MUNICIPAL BONDS,2946607474,2806699228
19/01/2021,B,null,2663373153,2592444432
19/01/2021,C,null,26981474180,26882510124
19/01/2021,S,STOCKS,785564586,581887817
20/01/2021,B,BANK BONDS,8295186352,7489001901
20/01/2021,B,CORPORATE BONDS,1504422219,1343925659
20/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27288433856,24487546740
20/01/2021,B,STATE AGENCIES,1631951518,1515037391
20/01/2021,B,STATE/MUNICIPAL BONDS,3151505328,3005447689
20/01/2021,B,null,2392936171,2344399059
20/01/2021,C,null,26304347107,26205802366
20/01/2021,S,STOCKS,846178556,619233960
21/01/2021,B,BANK BONDS,8296183085,7481370536
21/01/2021,B,CORPORATE BONDS,1527599094,1363113674
21/01/2021,B,SOVEREIGN GOVERNMENT BONDS,27209333979,24408832988
21/01/2021,B,STATE AGENCIES,1708958946,1587643283
21/01/2021,B,STATE/MUNICIPAL BONDS,3056369819,2908684268
