FACT_DATE,COLLATERAL_TYPE,SECURITY_TYPE,MARKET_VALUE_EUR,COLLATERAL_VALUE_EUR
23/10/2019,B,STATE/MUNICIPAL BONDS,2088785889,1992251613
23/10/2019,B,null,2243402941,2189441985
23/10/2019,C,null,23493860371,23133007721
23/10/2019,S,STOCKS,1224728218,924282946
24/10/2019,B,BANK BONDS,7297607946,6428797702
24/10/2019,B,CORPORATE BONDS,1798301044,1489024965
24/10/2019,B,SOVEREIGN GOVERNMENT BONDS,22717633037,19945333596
24/10/2019,B,STATE AGENCIES,1590963282,1466935234
24/10/2019,B,STATE/MUNICIPAL BONDS,1944068800,1853906600
24/10/2019,B,null,2173652130,2130337263
24/10/2019,C,null,23431083795,23076861882
24/10/2019,S,STOCKS,1466578168,1110141808
25/10/2019,B,BANK BONDS,7258997573,6396243069
25/10/2019,B,CORPORATE BONDS,1787936148,1480404674
25/10/2019,B,SOVEREIGN GOVERNMENT BONDS,22759700335,19972763250
25/10/2019,B,STATE AGENCIES,1574196936,1451523538
25/10/2019,B,STATE/MUNICIPAL BONDS,2048040002,1954560379
25/10/2019,B,null,2210436026,2166059539
25/10/2019,C,null,23619886578,23259540599
25/10/2019,S,STOCKS,1544691766,1168887813
28/10/2019,B,BANK BONDS,7228393900,6367849808
28/10/2019,B,CORPORATE BONDS,1828821755,1512961455
28/10/2019,B,SOVEREIGN GOVERNMENT BONDS,22736329027,19990902662
28/10/2019,B,STATE AGENCIES,1602347834,1478492433
28/10/2019,B,STATE/MUNICIPAL BONDS,2035036332,1941028923
28/10/2019,B,null,2183257279,2139607692
28/10/2019,C,null,23804159200,23434585885
28/10/2019,S,STOCKS,1575467685,1193748523
29/10/2019,B,BANK BONDS,7209947869,6345388360
29/10/2019,B,CORPORATE BONDS,1812744978,1485716071
29/10/2019,B,SOVEREIGN GOVERNMENT BONDS,22821242801,20077398785
29/10/2019,B,STATE AGENCIES,1520899224,1399844828
29/10/2019,B,STATE/MUNICIPAL BONDS,1918619192,1827538333
29/10/2019,B,null,2300354792,2253043966
29/10/2019,C,null,23625079286,23268104798
29/10/2019,S,STOCKS,1495019038,1131834940
30/10/2019,B,BANK BONDS,7169920450,6311965230
30/10/2019,B,CORPORATE BONDS,1852272582,1532472042
30/10/2019,B,SOVEREIGN GOVERNMENT BONDS,23107113156,20344188577
30/10/2019,B,STATE AGENCIES,1504802851,1383795713
30/10/2019,B,STATE/MUNICIPAL BONDS,2140940108,2042673058
30/10/2019,B,null,2189777091,2152587064
30/10/2019,C,null,23635771158,23285483101
30/10/2019,S,STOCKS,1457032903,1102543452
31/10/2019,B,BANK BONDS,7188848148,6325994451
31/10/2019,B,CORPORATE BONDS,1831807697,1512671933
31/10/2019,B,SOVEREIGN GOVERNMENT BONDS,23017287047,20252796599
31/10/2019,B,STATE AGENCIES,1516885119,1395312091
31/10/2019,B,STATE/MUNICIPAL BONDS,2249958941,2150121079
31/10/2019,B,null,2215949383,2179411753
31/10/2019,C,null,23689889822,23345465933
31/10/2019,S,STOCKS,1358028120,1026409950
01/11/2019,B,BANK BONDS,7139876958,6281387761
01/11/2019,B,CORPORATE BONDS,1781287820,1469096631
01/11/2019,B,SOVEREIGN GOVERNMENT BONDS,23124495130,20359832698
01/11/2019,B,STATE AGENCIES,1515507161,1393677020
01/11/2019,B,STATE/MUNICIPAL BONDS,2257746171,2157556148
01/11/2019,B,null,2180912128,2144045644
01/11/2019,C,null,24365732389,24018378295
01/11/2019,S,STOCKS,1327424749,1002862971
04/11/2019,B,BANK BONDS,8010124483,7037732026
04/11/2019,B,CORPORATE BONDS,1890020931,1562092215
04/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22718648448,20039912014
04/11/2019,B,STATE AGENCIES,1651331373,1515375307
04/11/2019,B,STATE/MUNICIPAL BONDS,2318343470,2216752685
04/11/2019,B,null,1508418730,1479756831
04/11/2019,C,null,24620302200,24277560710
04/11/2019,S,STOCKS,1369302948,1035005166
05/11/2019,B,BANK BONDS,7670988233,6713433245
05/11/2019,B,CORPORATE BONDS,1924188652,1591174069
05/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22844025051,20141764752
05/11/2019,B,STATE AGENCIES,1761273660,1621205972
05/11/2019,B,STATE/MUNICIPAL BONDS,2342209542,2240506626
05/11/2019,B,null,1475213773,1447146385
05/11/2019,C,null,24845478755,24483857863
05/11/2019,S,STOCKS,1547270732,1172061646
06/11/2019,B,BANK BONDS,7806855314,6854592988
06/11/2019,B,CORPORATE BONDS,1939756758,1604481416
06/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22746717676,20069951464
06/11/2019,B,STATE AGENCIES,1808975117,1667447300
06/11/2019,B,STATE/MUNICIPAL BONDS,2347940656,2245973707
06/11/2019,B,null,1472320314,1444906586
06/11/2019,C,null,24941040276,24584101326
06/11/2019,S,STOCKS,1532817633,1160831170
07/11/2019,B,BANK BONDS,7901785993,6937023188
07/11/2019,B,CORPORATE BONDS,1873927037,1548070241
07/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22493616260,19843547288
07/11/2019,B,STATE AGENCIES,1807546519,1665356695
07/11/2019,B,STATE/MUNICIPAL BONDS,2334975578,2233610361
07/11/2019,B,null,1477912916,1445832516
07/11/2019,C,null,25386257812,25014502730
07/11/2019,S,STOCKS,1595380150,1208955246
08/11/2019,B,BANK BONDS,7976787993,7019735019
08/11/2019,B,CORPORATE BONDS,1804870072,1489182818
08/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22880336281,20190986262
08/11/2019,B,STATE AGENCIES,1932409924,1784800629
08/11/2019,B,STATE/MUNICIPAL BONDS,2397314924,2296388263
08/11/2019,B,null,1496221917,1463745831
08/11/2019,C,null,24750631260,24384087269
08/11/2019,S,STOCKS,1581294193,1198020374
11/11/2019,B,BANK BONDS,7899417784,6951270580
11/11/2019,B,CORPORATE BONDS,1745265767,1438277122
11/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22978924343,20303692236
11/11/2019,B,STATE AGENCIES,2159755259,2000340324
11/11/2019,B,STATE/MUNICIPAL BONDS,2272302658,2175122594
11/11/2019,B,null,1486651988,1454832408
11/11/2019,C,null,24266394978,23892914932
11/11/2019,S,STOCKS,1552120742,1175550995
12/11/2019,B,BANK BONDS,7898824056,6941490644
12/11/2019,B,CORPORATE BONDS,1722920640,1422407227
12/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22698075486,20053840946
12/11/2019,B,STATE AGENCIES,2152934941,1992220778
12/11/2019,B,STATE/MUNICIPAL BONDS,2433279495,2331292480
12/11/2019,B,null,1417622348,1386554569
12/11/2019,C,null,24144678704,23774315700
12/11/2019,S,STOCKS,1651428317,1251881461
13/11/2019,B,BANK BONDS,8019787534,7052499595
13/11/2019,B,CORPORATE BONDS,1793017350,1476309574
13/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22933776410,20244859680
13/11/2019,B,STATE AGENCIES,2196308292,2036137973
13/11/2019,B,STATE/MUNICIPAL BONDS,2375988844,2273591227
13/11/2019,B,null,1474548454,1441413726
13/11/2019,C,null,24876906013,24501633299
13/11/2019,S,STOCKS,1641423255,1244062212
14/11/2019,B,BANK BONDS,8007866269,7041698534
14/11/2019,B,CORPORATE BONDS,1739126075,1429760736
14/11/2019,B,SOVEREIGN GOVERNMENT BONDS,23001113278,20315917400
14/11/2019,B,STATE AGENCIES,2201859843,2041680074
14/11/2019,B,STATE/MUNICIPAL BONDS,2389899909,2285935691
14/11/2019,B,null,1393675494,1361772162
14/11/2019,C,null,25651754325,25287308822
14/11/2019,S,STOCKS,1541068607,1167050042
15/11/2019,B,BANK BONDS,8054020795,7088593203
15/11/2019,B,CORPORATE BONDS,1751134478,1439660724
15/11/2019,B,SOVEREIGN GOVERNMENT BONDS,23143246592,20439872346
15/11/2019,B,STATE AGENCIES,2317375161,2144994610
15/11/2019,B,STATE/MUNICIPAL BONDS,2318460196,2216091499
15/11/2019,B,null,1046666503,1020758189
15/11/2019,C,null,25285656701,24934168552
15/11/2019,S,STOCKS,1644052319,1246217285
18/11/2019,B,BANK BONDS,8131253342,7147642700
18/11/2019,B,CORPORATE BONDS,1754597637,1442787055
18/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22674038407,19991909414
18/11/2019,B,STATE AGENCIES,2285227831,2116764929
18/11/2019,B,STATE/MUNICIPAL BONDS,2341738358,2238139048
18/11/2019,B,null,1235781725,1207659909
18/11/2019,C,null,25668791596,25298830520
18/11/2019,S,STOCKS,1647245847,1248568146
19/11/2019,B,BANK BONDS,8234203037,7237297206
19/11/2019,B,CORPORATE BONDS,1804741382,1487622531
19/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22415554729,19811124716
19/11/2019,B,STATE AGENCIES,2311139493,2143104464
19/11/2019,B,STATE/MUNICIPAL BONDS,2339449385,2235529698
19/11/2019,B,null,1278927863,1249700169
19/11/2019,C,null,25492315358,25130905558
19/11/2019,S,STOCKS,1612686118,1221954128
20/11/2019,B,BANK BONDS,8155958304,7170152618
20/11/2019,B,CORPORATE BONDS,1878118359,1545600057
20/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22572886519,19934966226
20/11/2019,B,STATE AGENCIES,2291643933,2125532125
20/11/2019,B,STATE/MUNICIPAL BONDS,2361994556,2256943410
20/11/2019,B,null,1316860347,1283005490
20/11/2019,C,null,24791940842,24464447240
20/11/2019,S,STOCKS,1567394388,1187062545
21/11/2019,B,BANK BONDS,8222267696,7224247794
21/11/2019,B,CORPORATE BONDS,1885320074,1555383411
21/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22459645991,19842476033
21/11/2019,B,STATE AGENCIES,2262613706,2098492128
21/11/2019,B,STATE/MUNICIPAL BONDS,2389591295,2283934353
21/11/2019,B,null,1294575542,1261606107
21/11/2019,C,null,24640802841,24313986679
21/11/2019,S,STOCKS,1643985473,1245754607
22/11/2019,B,BANK BONDS,8067657534,7090941246
22/11/2019,B,CORPORATE BONDS,1836700071,1510636464
22/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22637234790,20008329823
22/11/2019,B,STATE AGENCIES,2351893155,2184747898
22/11/2019,B,STATE/MUNICIPAL BONDS,2414701166,2307280722
22/11/2019,B,null,1287849625,1255867872
22/11/2019,C,null,24690160511,24372950410
22/11/2019,S,STOCKS,1647924841,1249043673
25/11/2019,B,BANK BONDS,8346396580,7342519635
25/11/2019,B,CORPORATE BONDS,1922827556,1584845716
25/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22780081280,20156739566
25/11/2019,B,STATE AGENCIES,2263402377,2116433073
25/11/2019,B,STATE/MUNICIPAL BONDS,2443615432,2334625053
25/11/2019,B,null,1198473623,1168730587
25/11/2019,C,null,24225410961,23980519737
25/11/2019,S,STOCKS,1564548104,1183664195
26/11/2019,B,BANK BONDS,8448644174,7428307962
26/11/2019,B,CORPORATE BONDS,1942719752,1599846027
26/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22671778404,20074344951
26/11/2019,B,STATE AGENCIES,2406709469,2237298100
26/11/2019,B,STATE/MUNICIPAL BONDS,2467232876,2354091932
26/11/2019,B,null,1062213985,1036407050
26/11/2019,C,null,23853489254,23556343421
26/11/2019,S,STOCKS,1619913338,1226077877
27/11/2019,B,BANK BONDS,8733341907,7686916334
27/11/2019,B,CORPORATE BONDS,1981317462,1631695089
27/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22559239638,19933267752
27/11/2019,B,STATE AGENCIES,2370140413,2207222392
27/11/2019,B,STATE/MUNICIPAL BONDS,2408121701,2296960217
27/11/2019,B,null,1047872201,1020416091
27/11/2019,C,null,23946573537,23654370125
27/11/2019,S,STOCKS,1647583284,1246428908
28/11/2019,B,BANK BONDS,7768019213,6892264260
28/11/2019,B,CORPORATE BONDS,1868780703,1540560062
28/11/2019,B,SOVEREIGN GOVERNMENT BONDS,23165907300,20529277373
28/11/2019,B,STATE AGENCIES,2397171502,2228173247
28/11/2019,B,STATE/MUNICIPAL BONDS,2499522230,2385973021
28/11/2019,B,null,1419121629,1386256870
28/11/2019,C,null,23727582659,23435983057
28/11/2019,S,STOCKS,1622467417,1227224178
29/11/2019,B,BANK BONDS,8140390152,7172378555
29/11/2019,B,CORPORATE BONDS,1898331758,1563886762
29/11/2019,B,SOVEREIGN GOVERNMENT BONDS,22314532475,19711904054
29/11/2019,B,STATE AGENCIES,2585019112,2414153846
29/11/2019,B,STATE/MUNICIPAL BONDS,2656557400,2536411785
29/11/2019,B,null,1162559751,1138517141
29/11/2019,C,null,23588252858,23293982938
29/11/2019,S,STOCKS,1569763143,1186764218
02/12/2019,B,BANK BONDS,7850596446,6951838306
02/12/2019,B,CORPORATE BONDS,1885484210,1558114999
02/12/2019,B,SOVEREIGN GOVERNMENT BONDS,22961936577,20390599168
02/12/2019,B,STATE AGENCIES,2422110234,2259418809
02/12/2019,B,STATE/MUNICIPAL BONDS,2333776782,2224537247
02/12/2019,B,null,1304716468,1272594093
02/12/2019,C,null,24776145227,24474786239
02/12/2019,S,STOCKS,1535665709,1160856138
03/12/2019,B,BANK BONDS,7677952962,6789722902
03/12/2019,B,CORPORATE BONDS,1784686763,1465627276
03/12/2019,B,SOVEREIGN GOVERNMENT BONDS,23407583229,20797247914
03/12/2019,B,STATE AGENCIES,2229026411,2071760777
03/12/2019,B,STATE/MUNICIPAL BONDS,2188039323,2083380446
03/12/2019,B,null,1190049844,1159691774
03/12/2019,C,null,23755153504,23454716497
03/12/2019,S,STOCKS,1436703451,1084879053
04/12/2019,B,BANK BONDS,7492624615,6621022688
04/12/2019,B,CORPORATE BONDS,1789995975,1474817169
04/12/2019,B,SOVEREIGN GOVERNMENT BONDS,23987736625,21291567561
04/12/2019,B,STATE AGENCIES,2212163530,2052355916
04/12/2019,B,STATE/MUNICIPAL BONDS,2273807733,2166131377
04/12/2019,B,null,1261733264,1223725280
04/12/2019,C,null,23950976045,23652475165
04/12/2019,S,STOCKS,1406220581,1061465258
05/12/2019,B,BANK BONDS,7615427072,6727304109
05/12/2019,B,CORPORATE BONDS,1874481048,1556419417
05/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24596623588,21775443366
05/12/2019,B,STATE AGENCIES,2233897551,2080329177
05/12/2019,B,STATE/MUNICIPAL BONDS,2391145048,2279462075
05/12/2019,B,null,1310320543,1274123901
05/12/2019,C,null,23224935800,22926265824
05/12/2019,S,STOCKS,1478876192,1118550156
06/12/2019,B,BANK BONDS,7472149658,6615160151
06/12/2019,B,CORPORATE BONDS,1830157471,1519550595
06/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24377280135,21594622786
06/12/2019,B,STATE AGENCIES,2211717147,2061991764
06/12/2019,B,STATE/MUNICIPAL BONDS,2389717285,2279905032
06/12/2019,B,null,1494909199,1453892345
06/12/2019,C,null,22680547251,22378947891
06/12/2019,S,STOCKS,1395357500,1057127581
09/12/2019,B,BANK BONDS,7433802718,6577556704
09/12/2019,B,CORPORATE BONDS,1807708579,1497752571
09/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24899887470,22107616108
09/12/2019,B,STATE AGENCIES,2170032038,2018961244
09/12/2019,B,STATE/MUNICIPAL BONDS,2257706139,2149956250
09/12/2019,B,null,1416574176,1422170503
09/12/2019,C,null,22535199287,22237265184
09/12/2019,S,STOCKS,1431393133,1085277843
10/12/2019,B,BANK BONDS,7261186413,6394631621
10/12/2019,B,CORPORATE BONDS,1746834895,1436543205
10/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25032681928,22149548148
10/12/2019,B,STATE AGENCIES,1977030553,1838331320
10/12/2019,B,STATE/MUNICIPAL BONDS,2369646085,2259044902
10/12/2019,B,null,1313140876,1327423694
10/12/2019,C,null,22895328544,22596389879
10/12/2019,S,STOCKS,1548489407,1174274253
11/12/2019,B,BANK BONDS,7288690352,6434390470
11/12/2019,B,CORPORATE BONDS,1681842100,1384887470
11/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25239967370,22323512805
11/12/2019,B,STATE AGENCIES,1944000637,1806469353
11/12/2019,B,STATE/MUNICIPAL BONDS,2255334748,2147806538
11/12/2019,B,null,1347756948,1373934929
11/12/2019,C,null,22716426749,22407518528
11/12/2019,S,STOCKS,1575245330,1195048751
12/12/2019,B,BANK BONDS,7383220624,6511303411
12/12/2019,B,CORPORATE BONDS,1692704239,1395072511
12/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25333050267,22448882610
12/12/2019,B,STATE AGENCIES,1913146070,1776679712
12/12/2019,B,STATE/MUNICIPAL BONDS,2127579596,2021356969
12/12/2019,B,null,1381953669,1410703157
12/12/2019,C,null,23186403028,22875919478
12/12/2019,S,STOCKS,1571362336,1191590981
13/12/2019,B,BANK BONDS,7694756663,6987180734
13/12/2019,B,CORPORATE BONDS,1834003612,1521265879
13/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24218398383,21371166597
13/12/2019,B,STATE AGENCIES,2098726456,1977828751
13/12/2019,B,STATE/MUNICIPAL BONDS,2375463208,2327813755
13/12/2019,B,null,1474900129,1461284583
13/12/2019,C,null,24288426530,23972483106
13/12/2019,S,STOCKS,1546158232,1172337482
16/12/2019,B,BANK BONDS,8018873865,7208497711
16/12/2019,B,CORPORATE BONDS,1809848102,1499018318
16/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24904579944,21962881769
16/12/2019,B,STATE AGENCIES,1921875170,1792569590
16/12/2019,B,STATE/MUNICIPAL BONDS,2252254460,2141987805
16/12/2019,B,null,1653863083,1637628097
16/12/2019,C,null,24785166202,24476324731
16/12/2019,S,STOCKS,1477790711,1118879190
17/12/2019,B,BANK BONDS,7784554194,6905385837
17/12/2019,B,CORPORATE BONDS,1814862595,1519523168
17/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24822012088,21974772240
17/12/2019,B,STATE AGENCIES,1782306733,1654629072
17/12/2019,B,STATE/MUNICIPAL BONDS,2294693905,2182042394
17/12/2019,B,null,1570384427,1641458380
17/12/2019,C,null,24637844290,24333894701
17/12/2019,S,STOCKS,1259212751,951041556
17/12/2019,S,null,40166000,30887654
18/12/2019,B,BANK BONDS,7296406399,6449411937
18/12/2019,B,CORPORATE BONDS,1695725834,1417917146
18/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24811225360,21998143840
18/12/2019,B,STATE AGENCIES,1793454306,1665569965
18/12/2019,B,STATE/MUNICIPAL BONDS,2293740858,2180441687
18/12/2019,B,null,1747926950,1755187530
18/12/2019,C,null,25118598504,24802335181
18/12/2019,S,STOCKS,1192546159,899430572
18/12/2019,S,null,40495000,31140655
19/12/2019,B,BANK BONDS,7528666899,6630861978
19/12/2019,B,CORPORATE BONDS,1695935055,1410590297
19/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25128882107,22399241166
19/12/2019,B,STATE AGENCIES,1799865185,1686506282
19/12/2019,B,STATE/MUNICIPAL BONDS,2174143042,2064712903
19/12/2019,B,null,1634360983,1646849331
19/12/2019,C,null,25207168463,24891666854
19/12/2019,S,STOCKS,1190477288,897685273
19/12/2019,S,null,40446000,31102974
20/12/2019,B,BANK BONDS,7461001764,6576005626
20/12/2019,B,CORPORATE BONDS,1804481683,1512584102
20/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25155493125,22403494506
20/12/2019,B,STATE AGENCIES,1886735053,1757058047
20/12/2019,B,STATE/MUNICIPAL BONDS,2045795403,1940771879
20/12/2019,B,null,1622815709,1587645356
20/12/2019,C,null,25932192578,25604076751
20/12/2019,S,STOCKS,1218336518,917538779
23/12/2019,B,BANK BONDS,7465160066,6570682674
23/12/2019,B,CORPORATE BONDS,1754289087,1455753343
23/12/2019,B,SOVEREIGN GOVERNMENT BONDS,25630548842,22853553828
23/12/2019,B,STATE AGENCIES,1844269043,1715510552
23/12/2019,B,STATE/MUNICIPAL BONDS,1998991349,1895319216
23/12/2019,B,null,1571436584,1536082702
23/12/2019,C,null,27708417924,27342855906
23/12/2019,S,STOCKS,1354464501,1020359849
24/12/2019,B,BANK BONDS,7679892616,6787403719
24/12/2019,B,CORPORATE BONDS,1849360444,1539713614
24/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24999895306,22351377000
24/12/2019,B,STATE AGENCIES,1853336856,1726976832
24/12/2019,B,STATE/MUNICIPAL BONDS,2017665845,1913480801
24/12/2019,B,null,1562249297,1529574924
24/12/2019,C,null,26654566736,26304022655
24/12/2019,S,STOCKS,1252807552,946945791
27/12/2019,B,BANK BONDS,7670394920,6777384514
27/12/2019,B,CORPORATE BONDS,1749851804,1449252396
27/12/2019,B,SOVEREIGN GOVERNMENT BONDS,24469191275,21912177018
27/12/2019,B,STATE AGENCIES,1772227834,1650953024
27/12/2019,B,STATE/MUNICIPAL BONDS,1935065124,1834004145
27/12/2019,B,null,1341491937,1314117006
27/12/2019,C,null,25200392241,24863699790
27/12/2019,S,STOCKS,1340759954,1013475181
30/12/2019,B,BANK BONDS,7780566474,6807598766
30/12/2019,B,CORPORATE BONDS,1739696965,1441027219
30/12/2019,B,SOVEREIGN GOVERNMENT BONDS,23942497852,21419981769
30/12/2019,B,STATE AGENCIES,1752385866,1634401411
30/12/2019,B,STATE/MUNICIPAL BONDS,1791115081,1694940097
30/12/2019,B,null,1713367447,1676294604
30/12/2019,C,null,24682925916,24333076765
30/12/2019,S,STOCKS,1328692588,1004961325
31/12/2019,B,BANK BONDS,7859652442,6943640866
31/12/2019,B,CORPORATE BONDS,1631125320,1349435811
31/12/2019,B,SOVEREIGN GOVERNMENT BONDS,23354973943,20831452430
31/12/2019,B,STATE AGENCIES,1996447750,1845020185
31/12/2019,B,STATE/MUNICIPAL BONDS,2039464291,1920170834
31/12/2019,B,null,1262108924,1241365436
31/12/2019,C,null,22908298176,22591343886
31/12/2019,S,STOCKS,1289128534,974536691
02/01/2020,B,BANK BONDS,8004457625,7101706741
02/01/2020,B,CORPORATE BONDS,1658805704,1374311748
02/01/2020,B,SOVEREIGN GOVERNMENT BONDS,23742876871,21222624952
02/01/2020,B,STATE AGENCIES,1967380327,1839262598
02/01/2020,B,STATE/MUNICIPAL BONDS,1869043136,1758584684
02/01/2020,B,null,1795638991,1759601875
02/01/2020,C,null,24132651355,23793596874
02/01/2020,S,STOCKS,1302251932,984619305
03/01/2020,B,BANK BONDS,7988495141,7071874909
03/01/2020,B,CORPORATE BONDS,1598841486,1323330165
03/01/2020,B,SOVEREIGN GOVERNMENT BONDS,24048953263,21433599519
03/01/2020,B,STATE AGENCIES,2035217613,1898052627
03/01/2020,B,STATE/MUNICIPAL BONDS,1753343315,1659304400
03/01/2020,B,null,1948531722,1896288147
03/01/2020,C,null,23278109730,22968303511
03/01/2020,S,STOCKS,1255723611,948522989
06/01/2020,B,BANK BONDS,7783162709,6878810503
06/01/2020,B,CORPORATE BONDS,1622745824,1338728887
06/01/2020,B,SOVEREIGN GOVERNMENT BONDS,24005353920,21345425177
06/01/2020,B,STATE AGENCIES,2316086281,2169686635
06/01/2020,B,STATE/MUNICIPAL BONDS,1842340847,1744748085
06/01/2020,B,null,1838256274,1789982233
06/01/2020,C,null,22767637776,22457140428
06/01/2020,S,STOCKS,1227469376,926814644
07/01/2020,B,BANK BONDS,7854583858,6940660565
07/01/2020,B,CORPORATE BONDS,1662249850,1372153470
07/01/2020,B,SOVEREIGN GOVERNMENT BONDS,24611518212,21931049268
07/01/2020,B,STATE AGENCIES,2198391624,2053490431
07/01/2020,B,STATE/MUNICIPAL BONDS,1939701656,1841190672
07/01/2020,B,null,1877910219,1826840140
07/01/2020,C,null,22643966316,22355334874
07/01/2020,S,STOCKS,941253031,706886754
08/01/2020,B,BANK BONDS,8029005663,7086069935
08/01/2020,B,CORPORATE BONDS,1697051102,1394743779
08/01/2020,B,SOVEREIGN GOVERNMENT BONDS,24704860997,22027571377
08/01/2020,B,STATE AGENCIES,2223395420,2073865057
08/01/2020,B,STATE/MUNICIPAL BONDS,1707853617,1615558159
08/01/2020,B,null,1678604716,1637344720
08/01/2020,C,null,23061629502,22768811705
08/01/2020,S,STOCKS,1129480643,851448658
09/01/2020,B,BANK BONDS,7618618413,6754742178
09/01/2020,B,CORPORATE BONDS,1717577426,1508513246
09/01/2020,B,SOVEREIGN GOVERNMENT BONDS,24675726307,22174588956
09/01/2020,B,STATE AGENCIES,2163596451,2007416098
09/01/2020,B,STATE/MUNICIPAL BONDS,2048481507,1944110731
09/01/2020,B,null,1882420301,1833525123
09/01/2020,C,null,23485359644,23204939207
09/01/2020,S,STOCKS,1138982647,858973293
10/01/2020,B,BANK BONDS,7857989628,6925117720
10/01/2020,B,CORPORATE BONDS,1715076537,1513905175
10/01/2020,B,SOVEREIGN GOVERNMENT BONDS,25588129355,22966899205
10/01/2020,B,STATE AGENCIES,2074590865,1919038418
10/01/2020,B,STATE/MUNICIPAL BONDS,1719048992,1626145882
10/01/2020,B,null,1042129230,997889481
10/01/2020,C,null,23532622803,23261124527
10/01/2020,S,STOCKS,1110153870,837236399
13/01/2020,B,BANK BONDS,7748712542,6814855668
13/01/2020,B,CORPORATE BONDS,1697043736,1498420436
13/01/2020,B,SOVEREIGN GOVERNMENT BONDS,25707120074,23079334596
13/01/2020,B,STATE AGENCIES,2097792818,1939982926
13/01/2020,B,STATE/MUNICIPAL BONDS,1678138094,1587670308
