Description,Volume,N.Calls,Typpe
2021-07-30T00:00:00Z,96000000,1,Market Movement
2021-08-02T00:00:00Z,21874474.17,1,Change of Positions
2021-08-02T00:00:00Z,200907285.9,7,Market Movement
2021-08-03T00:00:00Z,15565839.29,1,Change of Positions
2021-08-03T00:00:00Z,31500000,2,Market Movement
2021-08-04T00:00:00Z,164075541.7,7,Market Movement
2021-08-05T00:00:00Z,121316455.7,5,Change of Positions
2021-08-05T00:00:00Z,190500000,6,Market Movement
2021-08-06T00:00:00Z,5577911.298,1,Change of Positions
2021-08-06T00:00:00Z,467594895.6,16,Market Movement
2021-08-09T00:00:00Z,60879687.1,2,Change of Positions
2021-08-09T00:00:00Z,40500000,2,Market Movement
2021-08-10T00:00:00Z,26500000,1,Change of Positions
2021-08-11T00:00:00Z,72849889.06,2,Change of Positions
2021-08-11T00:00:00Z,25500000,2,Market Movement
2021-08-12T00:00:00Z,54519124.29,1,Change of Positions
2021-08-12T00:00:00Z,58370730.05,3,Market Movement
2021-08-13T00:00:00Z,56624309.39,3,Change of Positions
2021-08-16T00:00:00Z,92500000,1,Market Movement
2021-08-17T00:00:00Z,162257969.6,5,Change of Positions
2021-08-17T00:00:00Z,134500000,2,Market Movement
2021-08-19T00:00:00Z,63969904.24,5,Change of Positions
2021-08-19T00:00:00Z,829947332.4,11,Market Movement
2021-08-20T00:00:00Z,10000000,1,Change of Positions
2021-08-20T00:00:00Z,44126467.31,2,Market Movement
2021-08-23T00:00:00Z,43000000,2,Change of Positions
2021-08-23T00:00:00Z,114259375,8,Market Movement
2021-08-24T00:00:00Z,25500000,1,Change of Positions
2021-08-24T00:00:00Z,118000000,2,Market Movement
2021-08-25T00:00:00Z,36650988.41,2,Change of Positions
2021-08-25T00:00:00Z,729085360.5,27,Market Movement
2021-08-26T00:00:00Z,23500000,2,Change of Positions
2021-08-27T00:00:00Z,30000000,2,Change of Positions
2021-08-27T00:00:00Z,71508035.03,2,Market Movement
2021-08-30T00:00:00Z,22168629.78,2,Change of Positions
2021-08-30T00:00:00Z,26692653.16,1,Market Movement
2021-08-31T00:00:00Z,95313925.98,4,Change of Positions
2021-08-31T00:00:00Z,322726544.2,12,Market Movement
2021-09-01T00:00:00Z,122500000,4,Change of Positions
2021-09-01T00:00:00Z,396848420,13,Market Movement
2021-09-02T00:00:00Z,418036299.2,5,Change of Positions
2021-09-02T00:00:00Z,58000000,4,Market Movement
2021-09-03T00:00:00Z,229105121.3,6,Change of Positions
2021-09-03T00:00:00Z,425197439.4,7,Market Movement
2021-09-06T00:00:00Z,311240454.5,5,Change of Positions
2021-09-06T00:00:00Z,113000000,3,Market Movement
2021-09-07T00:00:00Z,144500000,2,Change of Positions
2021-09-07T00:00:00Z,308025329.2,15,Market Movement
2021-09-08T00:00:00Z,270665426.6,5,Change of Positions
2021-09-08T00:00:00Z,288569036.9,6,Market Movement
2021-09-09T00:00:00Z,485910542.3,8,Change of Positions
2021-09-09T00:00:00Z,269101402.3,9,Market Movement
2021-09-10T00:00:00Z,14000000,1,Change of Positions
2021-09-10T00:00:00Z,93000000,3,Market Movement
2021-09-13T00:00:00Z,632386474.9,13,Change of Positions
2021-09-13T00:00:00Z,103000000,4,Market Movement
2021-09-14T00:00:00Z,606455899.8,11,Change of Positions
2021-09-14T00:00:00Z,116458476.5,7,Market Movement
2021-09-15T00:00:00Z,159214479,6,Change of Positions
2021-09-15T00:00:00Z,186352127.5,7,Market Movement
2021-09-16T00:00:00Z,272706933.8,9,Change of Positions
2021-09-16T00:00:00Z,145531567.2,8,Market Movement
2021-09-17T00:00:00Z,493000848.9,9,Change of Positions
2021-09-17T00:00:00Z,438035879.1,11,Market Movement
2021-09-20T00:00:00Z,245398087.3,7,Change of Positions
2021-09-20T00:00:00Z,977000000,21,Market Movement
2021-09-21T00:00:00Z,188435934.6,5,Change of Positions
2021-09-21T00:00:00Z,288305440.3,7,Market Movement
2021-09-22T00:00:00Z,40715107.85,3,Change of Positions
2021-09-22T00:00:00Z,398310512.4,9,Market Movement
2021-09-23T00:00:00Z,87412291.93,6,Change of Positions
2021-09-23T00:00:00Z,982130064.6,25,Market Movement
2021-09-24T00:00:00Z,35525965.55,3,Change of Positions
2021-09-24T00:00:00Z,591059202.7,23,Market Movement
2021-09-27T00:00:00Z,248872969.7,3,Change of Positions
2021-09-27T00:00:00Z,416307278.7,9,Market Movement
2021-09-28T00:00:00Z,31683507.45,1,Change of Positions
2021-09-28T00:00:00Z,814008047.5,19,Market Movement
2021-09-29T00:00:00Z,250402780.2,5,Change of Positions
2021-09-29T00:00:00Z,354000000,9,Market Movement
2021-09-30T00:00:00Z,144681751.4,7,Change of Positions
2021-09-30T00:00:00Z,180102549.7,7,Market Movement
2021-10-01T00:00:00Z,82482758.62,3,Change of Positions
2021-10-01T00:00:00Z,611500000,12,Market Movement
2021-10-04T00:00:00Z,309806634.6,9,Change of Positions
2021-10-05T00:00:00Z,122756766.1,2,Change of Positions
2021-10-05T00:00:00Z,666054042.4,9,Market Movement
2021-10-06T00:00:00Z,209957633,10,Change of Positions
2021-10-06T00:00:00Z,1129101715,18,Market Movement
2021-10-07T00:00:00Z,255628092,5,Change of Positions
2021-10-07T00:00:00Z,474876055.8,12,Market Movement
2021-10-08T00:00:00Z,50500000,4,Change of Positions
2021-10-08T00:00:00Z,281420018.8,9,Market Movement
2021-10-11T00:00:00Z,215000000,5,Change of Positions
2021-10-11T00:00:00Z,108848442.9,6,Market Movement
2021-10-12T00:00:00Z,150576244.9,7,Change of Positions
2021-10-12T00:00:00Z,101500000,1,Market Movement
2021-10-13T00:00:00Z,427954679.1,7,Change of Positions
2021-10-13T00:00:00Z,1082951689,27,Market Movement
2021-10-14T00:00:00Z,349256766.1,8,Change of Positions
2021-10-14T00:00:00Z,864363040.9,24,Market Movement
2021-10-15T00:00:00Z,232343044.3,4,Change of Positions
2021-10-15T00:00:00Z,265752456.5,4,Market Movement
2021-10-18T00:00:00Z,299247328.5,5,Change of Positions
2021-10-18T00:00:00Z,428344200.2,15,Market Movement
2021-10-19T00:00:00Z,103012012,5,Change of Positions
2021-10-19T00:00:00Z,458996406.4,11,Market Movement
2021-10-21T00:00:00Z,15000000,1,Change of Positions
2021-10-21T00:00:00Z,63410191.79,3,Market Movement
2021-10-22T00:00:00Z,178300515.9,3,Change of Positions
2021-10-22T00:00:00Z,217543422.2,6,Market Movement
2021-10-25T00:00:00Z,43477074.89,2,Change of Positions
2021-10-25T00:00:00Z,30500000,2,Market Movement
2021-10-26T00:00:00Z,34000000,2,Change of Positions
2021-10-26T00:00:00Z,253500000,6,Market Movement
2021-10-27T00:00:00Z,64500000,4,Change of Positions
2021-10-27T00:00:00Z,948084274.4,30,Market Movement
2021-10-28T00:00:00Z,10351073.92,1,Change of Positions
2021-10-28T00:00:00Z,521042780.9,16,Market Movement
2021-10-29T00:00:00Z,230935165.3,6,Change of Positions
2021-10-29T00:00:00Z,732220327.8,21,Market Movement
2021-11-01T00:00:00Z,177141734.3,6,Change of Positions
2021-11-01T00:00:00Z,555758784.6,34,Market Movement
2021-11-02T00:00:00Z,130000000,3,Change of Positions
2021-11-02T00:00:00Z,1266754700,31,Market Movement
2021-11-03T00:00:00Z,78206771.46,4,Change of Positions
2021-11-03T00:00:00Z,156000000,5,Market Movement
2021-11-04T00:00:00Z,164989368.1,8,Change of Positions
2021-11-04T00:00:00Z,783269087,20,Market Movement
2021-11-05T00:00:00Z,35000000,2,Change of Positions
2021-11-05T00:00:00Z,422779099.5,19,Market Movement
2021-11-08T00:00:00Z,67000000,3,Change of Positions
2021-11-08T00:00:00Z,241805293.9,7,Market Movement
2021-11-09T00:00:00Z,149002332.2,4,Change of Positions
2021-11-09T00:00:00Z,382636952.6,15,Market Movement
